PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
03J8u,r2q1rk1/p3bpp1/b1p1p2p/2p1P3/4N3/1PnP1NQ1/P1P3PP/R1B2RK1 w - - 3 16,c1h6 c3e2 g1h1 e2g3,819,83,78,86,master middlegame,https://lichess.org/bnTfuYxw#31,Sicilian_Defense Sicilian_Defense_Closed
03JCJ,1r4k1/3p1pp1/1p1q3p/1Qr5/4P3/5PP1/PPP4P/1KR3R1 w - - 3 25,c1d1 d6d1 g1d1 c5b5,1403,98,88,32,advantage endgame queensideAttack short,https://lichess.org/E1VbhowB#49,
03JFm,5r2/pp3pk1/2q3r1/4n3/3pbR2/Q3p1BP/PP2B2K/5R2 b - - 3 28,f8h8 a3e7 c6e6 e7e6,2418,84,87,337,advantage master middlegame short,https://lichess.org/sXHhDIiB/black#56,
03JHV,6k1/5pbp/q5p1/6N1/1p1nQ3/6P1/P2K1P1P/2r4R b - - 1 26,c1h1 e4e8 g7f8 e8f7 g8h8 f7f8,972,84,91,1027,deflection endgame long mate mateIn3,https://lichess.org/xKsrHVF9/black#52,
03JLw,b7/p7/5p2/3p1B1P/4p1K1/2k5/P1P3P1/8 b - - 0 32,d5d4 h5h6 e4e3 h6h7 e3e2 h7h8q,2418,86,93,524,advancedPawn advantage bishopEndgame endgame long promotion,https://lichess.org/HRxuAyuN/black#64,
03JMe,5b1r/ppQ1kppp/5n2/1q1p4/8/4PbBP/P4P2/2R1K1R1 b - - 1 19,f6d7 c7d6 e7d8 c1c8 d8c8 d6c7,1994,82,91,1208,attraction long mate mateIn3 middlegame sacrifice,https://lichess.org/yKWEeHyC/black#38,
03JOC,r2r3k/p1p2ppp/3b2q1/2pQ4/2P1p3/1P2P2P/PB3PP1/R2R2K1 w - - 4 21,d5c6 d6h2 g1h2 g6c6,1023,79,90,689,crushing discoveredAttack middlegame short,https://lichess.org/ozoLscxu#41,
03JRQ,1r6/5pBp/p7/1p6/4p1Pk/7P/bPP1B1K1/8 b - - 0 26,a2d5 g7f6,755,97,94,108,endgame mate mateIn1 oneMove,https://lichess.org/nNoMZGVN/black#52,
03JSh,r4rk1/ppp1q1p1/3p1pQn/3P2p1/3P2R1/3B3P/PP3PP1/R5K1 b - - 7 20,e7f7 g6h7,819,80,99,765,master mate mateIn1 middlegame oneMove,https://lichess.org/liHEU2JJ/black#40,
03JUH,k6r/pb2p2p/1p1p2p1/8/2Q5/8/P1Pq2PP/1R4RK w - - 0 24,b1d1 b7g2 g1g2 d2d1,1098,77,90,526,crushing deflection endgame short,https://lichess.org/WUZqKyhD#47,
03JVD,r7/6P1/8/8/5p2/5P1p/3RK3/2k5 w - - 1 51,e2e1 a8e8 d2e2 h3h2 e2e8 h2h1q,2069,79,91,4627,advancedPawn crushing endgame long pin promotion rookEndgame,https://lichess.org/WGbrUnZF#101,
03JVX,2rq1rk1/bp3p1p/p3p1p1/1P2P3/5P2/P3p1NR/6PP/RQ5K b - - 1 23,d8d2 g3e4 d2d8 e4f6 d8f6 e5f6,1911,76,94,13610,crushing kingsideAttack long middlegame,https://lichess.org/rZ492NEy/black#46,
03JVh,8/8/1K6/8/8/pPk5/P7/8 w - - 1 53,b6b5 c3b2 b5c4 b2a2 c4c3 a2b1 b3b4 a3a2,1013,103,93,487,advancedPawn crushing endgame pawnEndgame veryLong,https://lichess.org/nYLjQRsQ#105,
03JWQ,2r3k1/4ppbp/6p1/2B1P3/3P4/6P1/4bqBP/Q3R2K w - - 0 32,c5e7 e2f3 e1g1 c8c2 a1f1 f2f1 g1f1 f3g2,2131,76,96,566,crushing middlegame pin quietMove veryLong,https://lichess.org/lv42cukS#63,
03JeC,5rk1/3PQppp/p7/6P1/8/2pq4/P5PP/4R2K b - - 0 30,c3c2 e7f8 g8f8 e1e8,1552,75,89,351,attraction endgame mate mateIn2 sacrifice short,https://lichess.org/yY9Iks5E/black#60,
03JhA,1r5r/4q1kp/6p1/pp1Q1P2/3Rp3/2P1R3/P6P/6K1 b - - 0 28,e7g5 e3g3 h8d8 g3g5,1919,76,92,2014,crushing defensiveMove endgame short,https://lichess.org/NNAH5XRc/black#56,
03Jhn,r3kbnr/p4ppp/npp1p3/3pP3/3P1P2/2B2NP1/PqP4P/RN1QK2R b KQkq - 1 11,b2b5 a2a4 b5c4 f3d2,1843,102,72,19,advantage opening short,https://lichess.org/d1QrSINn/black#22,Caro-Kann_Defense Caro-Kann_Defense_Maroczy_Variation
03JjV,r2qk2r/pppbppbp/2n3p1/4P2n/2B2B2/2P3P1/PP3P1P/RN1QK1NR b KQkq - 0 9,c6e5 f4e5 g7e5 d1d5 d7g4 d5f7,2026,79,91,2812,advantage attackingF2F7 long opening,https://lichess.org/L4IEJtBO/black#18,Modern_Defense Modern_Defense_Other_variations
03JlF,5rk1/2p3p1/p1q1pn1p/1p2p3/4P2P/1QP2N1P/PP4P1/3R2K1 w - - 1 27,f3e5 c6c5 d1d4 c5e5,1246,76,98,6142,crushing endgame fork short,https://lichess.org/1FbU8zjc#53,
03JlS,2rR2k1/p3rpp1/1p2bq1p/1N6/8/P3P3/1PQ2PPP/3R2K1 b - - 15 26,c8d8 d1d8 e7e8 d8e8,609,83,73,142,kingsideAttack master mate mateIn2 middlegame short,https://lichess.org/P5To7ode/black#52,
03JmU,r3k1nr/1bq2ppp/p2bp3/1B2R3/5B2/P1N5/1P3PPP/R2Q2K1 b kq - 0 14,a6b5 c3b5 d6e5 b5c7 e5c7 f4c7,1538,77,96,4229,advantage fork long middlegame xRayAttack,https://lichess.org/INAIGD4C/black#28,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit_Accepted
03Jo2,r4r2/2p2pp1/2p2q2/p1bn1b2/3k4/6QP/PPP2P2/R1BR2K1 b - - 5 21,d4c4 g3b3,1397,80,88,385,mate mateIn1 middlegame oneMove,https://lichess.org/OzEk8gb9/black#42,
03JyE,6k1/4q3/2p1P1p1/3pQpNp/3P1P2/1rp4P/6PK/8 b - - 3 42,c3c2 g5f7 e7f7 e6f7 g8f7 e5c7,1801,75,85,79,advancedPawn attraction crushing endgame exposedKing long quietMove,https://lichess.org/yqtWDmny/black#84,
03K14,8/8/6P1/5P2/2k5/1p5r/1Kp5/2R5 b - - 0 53,h3h8 g6g7 h8a8 c1a1 c2c1b a1c1,2511,91,73,131,advancedPawn crushing endgame long rookEndgame,https://lichess.org/vBgyFox8/black#106,
03K1e,1k3n2/pb3R2/1p1bp3/1Qp5/2B5/PP6/K1P2P2/6q1 b - - 3 29,g1g6 b5e8 b7c8 c4d3 g6f7 e8f7,2293,78,82,109,advantage long middlegame,https://lichess.org/fUQkF9fO/black#58,
03K2X,2krq2r/ppp2N2/4p2p/6pQ/1bPnN3/6P1/PP3PP1/R4RK1 w - - 1 18,g3g4 d4e2 g1h1 e2f4,1641,75,77,1568,crushing middlegame short,https://lichess.org/jmG6qkiQ#35,Scandinavian_Defense Scandinavian_Defense_Modern_Variation
03K3h,6k1/4pqbp/3p2p1/3P1p2/1p1B4/1Pr4P/2PR2P1/3Q1K2 b - - 0 34,f7d5 d4c3 d5b5 d1e2 b5e2 d2e2 g7c3 e2e7,2116,85,91,504,advantage endgame master veryLong,https://lichess.org/WC6ISEad/black#68,
03KCz,1k1r2r1/2pqb1p1/p1b5/1p2p3/4N2p/1P1PB2P/P1P1QPP1/R4RK1 w - - 1 19,e4c5 e7c5 e3c5 d7d5 f2f3 d5c5,1946,82,82,62,advantage long middlegame,https://lichess.org/CnIzdF1n#37,Bishops_Opening Bishops_Opening_Berlin_Defense
03KEl,8/B2kbp1b/1Q1p1P2/1p6/1p2p1r1/2r5/P1P5/R4RK1 w - - 0 30,g1h1 c3h3,1256,127,66,58,mate mateIn1 middlegame oneMove,https://lichess.org/cDwJbKab#59,
03KFS,r3k2r/1bpn1ppp/1p2p3/p2pN3/3P1P1q/2PBPNn1/PP2Q2P/R3K2R b KQkq - 1 13,g3e2 f3h4 e2f4 e3f4,1920,83,66,68,advantage hangingPiece middlegame short trappedPiece,https://lichess.org/ULK38JQc/black#26,Torre_Attack Torre_Attack_Classical_Defense
03KHB,3k3r/7p/1pppPp2/p3b3/1R3P2/3B3P/PP4P1/6K1 w - - 0 26,b4b6 e5d4 g1f1 d4b6,857,100,89,996,advantage endgame fork short,https://lichess.org/XSlmX5QQ#51,
03KIL,2k4r/bpp2pp1/p6p/8/Q2p4/1N6/PPq2PPP/4R1K1 b - - 3 28,d4d3 e1e8 h8e8 a4e8,1040,90,93,66,endgame mate mateIn2 queensideAttack short,https://lichess.org/jAesY4Kw/black#56,
03KJd,8/4k3/5R2/3pPp2/p1pP1K2/2P5/r7/8 w - - 3 40,f4f5 a2f2 f5g6 f2f6 e5f6 e7f8,1294,77,92,158,crushing defensiveMove endgame long rookEndgame,https://lichess.org/rI01XL74#79,
03KL2,3Q1nk1/5p2/3Bp2p/2Pp2p1/P2P4/2N1P1qn/6P1/1R4K1 w - - 0 32,g1f1 g3f2,829,82,74,145,mate mateIn1 middlegame oneMove,https://lichess.org/xatjbxTb#63,
03KOl,rnbq2k1/p4pbp/3p2p1/1NpP1rN1/5B2/5Q1P/PP3PP1/R4RK1 b - - 5 15,c8a6 b5d6 d8d6 f4d6,1401,77,93,1191,advantage master middlegame short,https://lichess.org/XY0i7B6W/black#30,Benoni_Defense Benoni_Defense_Classical_Variation
03KOx,r5k1/pp3p2/2p3p1/3r2qp/8/1PQNPn1B/P3R1P1/2R3K1 w - - 0 32,g1h1 g5g3 g2f3 g3h3 e2h2 h3f3,1928,76,86,189,middlegame,https://lichess.org/fI9tCbyL#63,
03KUd,1qr1k3/1p4rp/p1n1Q3/8/8/P5P1/1P3PP1/2RR2K1 b - - 0 23,g7e7 e6g8,998,85,95,2823,mate mateIn1 middlegame oneMove,https://lichess.org/qruSYadA/black#46,
03KVq,2r1r1k1/p4p2/1p3qpp/3b4/1P1p4/3Q1N1P/P4PP1/4RRK1 b - - 1 22,d5c4 e1e8 c8e8 d3c4,1093,77,100,796,advantage middlegame short,https://lichess.org/q3wCMUNo/black#44,
03KYx,r1bq1r2/p4ppk/1p3b2/n2P2N1/7P/P7/1B3PP1/R2QK2R b KQ - 1 16,f6g5 h4g5 h7g8 d1h5,1606,76,89,2029,crushing discoveredAttack master middlegame short,https://lichess.org/wlDqw718/black#32,Queens_Gambit_Declined Queens_Gambit_Declined_Exchange_Variation
03KZ3,8/8/8/4p3/PpK4p/5k1P/8/8 w - - 0 41,c4b4 e5e4 a4a5 e4e3 a5a6 e3e2,1141,79,67,133,advancedPawn crushing endgame long pawnEndgame quietMove,https://lichess.org/Evzg9xWG#81,
03KZS,8/7K/1p4p1/p4k1p/P6P/6P1/1P6/8 w - - 6 49,h7g7 g6g5 h4g5 f5g5,1665,75,83,271,crushing endgame pawnEndgame short,https://lichess.org/aj35eEnA#97,
03KcV,3r1rk1/2q2pp1/p2b1n1p/1p6/1P6/P1p2N1P/B1P2PP1/R1Q1R1K1 w - - 1 26,e1e3 d6f4 c1f1 f4e3,1563,75,83,79,advantage middlegame short,https://lichess.org/bX34wOvd#51,
03Kcp,8/5R1P/8/1p4k1/2r5/1K6/8/8 b - - 0 42,c4c8 f7g7 g5h6 g7g8 h6h7 g8c8,1279,77,76,151,crushing endgame long rookEndgame,https://lichess.org/ciXPC43B/black#84,
03Kic,2k5/1p6/1B1p1bp1/PK1Ppp2/4P2p/5P1P/6P1/8 b - - 0 38,f6g5 a5a6 b7a6 b5c6,2157,81,91,1753,bishopEndgame crushing defensiveMove endgame short,https://lichess.org/TSCbkBNp/black#76,
03KkY,r2r2k1/6pp/p2Np1q1/1pP5/3Pbn2/P1Q2PP1/7P/2R2RK1 w - - 0 28,f3e4 f4e2 g1g2 e2c3,916,94,92,1828,crushing fork middlegame short,https://lichess.org/uow5MZF8#55,
03KsD,r5k1/1p3pp1/pq5p/2R1Q3/2b2B2/8/PPP3PP/7K w - - 0 21,c5c4 b6f2 h2h3 f2f1 h1h2 f1c4,2022,76,88,178,crushing endgame fork long,https://lichess.org/PGcrgUmJ#41,
03KsN,1r6/p4p2/2pk2p1/3p3R/2P2Q1P/3K4/Pq6/4r3 b - - 6 34,d6c5 h5d5 c6d5 f4c7 c5b4 c7b8,1784,75,93,229,advantage endgame interference long sacrifice,https://lichess.org/Uf06BpO5/black#68,
03L0n,6k1/3R2p1/7p/P7/rP6/4nPKP/6P1/8 w - - 5 39,d7d4 e3f5 g3f4 f5d4,922,100,93,338,crushing endgame fork master short,https://lichess.org/hIOmOtkQ#77,
03L37,r4rn1/2pbq1k1/p1n1pN1p/1p1pP1Q1/3P2P1/2N5/PPP2P2/R3KB1R b KQ - 0 17,h6g5 h1h7 g7g6 f1d3,1525,77,96,12713,mate mateIn2 middlegame short,https://lichess.org/puqcMNjD/black#34,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System
03L7e,8/8/3p1p1p/1p2k1p1/1P4PP/2PK2P1/8/8 b - - 1 35,e5d5 h4h5 d5e5 c3c4 b5c4 d3c4 d6d5 c4d3,2258,83,91,2038,crushing defensiveMove endgame pawnEndgame quietMove veryLong zugzwang,https://lichess.org/rVOLIgJD/black#70,
03LKc,r5k1/5p1p/p5p1/8/2Q5/1P4Nn/P5PP/R5qK w - - 8 30,a1g1 h3f2,940,152,88,76,endgame mate mateIn1 oneMove smotheredMate,https://lichess.org/0dpJ9eKf#59,
03LO0,r2qkbnr/pp2pppp/2np4/2p5/Q1b5/4P1P1/PP1PNPBP/RNB1K2R b KQkq - 1 6,c4e2 g2c6 b7c6 a4c6 d8d7 c6a8,1127,88,93,1491,advantage deflection long opening,https://lichess.org/81BQyLgw/black#12,English_Opening English_Opening_Symmetrical_Variation
03LO1,1r6/2R2p1k/1K2b2n/2R1P3/p2p1Q2/P2N4/1P2P3/7q w - - 13 46,b6a5 h1a8 c7a7 a8a7,1350,76,94,954,mate mateIn2 middlegame short,https://lichess.org/Iwmbhp4P#91,
03LQm,1k2n3/pB6/K7/8/2P5/8/8/8 w - - 14 65,c4c5 e8c7 a6a5 b8b7,945,84,91,269,crushing deflection endgame short,https://lichess.org/3mx17wS7#129,
03LTE,3k1nr1/p3b3/3p3Q/4q3/2R5/6P1/5PP1/3R2K1 b - - 0 26,g8h8 h6c1 d8e8 d1e1,2388,83,82,156,crushing middlegame quietMove short,https://lichess.org/SEcuUnbb/black#52,
03LTp,8/R2Q4/1k3q1p/1pp1p3/3p4/1P1P3P/1KP2r2/8 b - - 4 36,f6c6 a7a6 b6a6 d7c6,1354,75,100,269,attraction crushing deflection endgame short,https://lichess.org/RKtTl4ns/black#72,
03LVu,r2qkb1r/ppp2ppp/4b3/8/Q1n5/4PN2/PP2B1PP/R1B2RK1 b kq - 1 12,d8d7 a4d7 e6d7 e2c4,1318,77,88,951,advantage opening short,https://lichess.org/JAHAT8fn/black#24,Queens_Gambit_Declined Queens_Gambit_Declined_Albin_Countergambit
03LZQ,r6k/pb4pp/1p2p3/2p2P2/2n2P1q/P1P1B3/4Q2P/3R1RK1 w - - 0 24,e2c4 h4g4 g1f2 g4f3 f2e1 f3e3,1614,77,94,1480,advantage deflection kingsideAttack long middlegame,https://lichess.org/YO1oiAso#47,
03LZy,6k1/7p/4N3/Q4p2/3Ppp1q/4P3/PPr3PP/1R4K1 w - - 1 29,a5f5 h4f2 g1h1 f2g2,992,80,94,288,endgame mate mateIn2 short,https://lichess.org/DZGxys7t#57,
03Lde,2k5/2p4p/p1n5/5pp1/2N5/1R1r3P/1p3PPB/6K1 w - - 0 32,b3b2 d3d1,733,110,0,38,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/3JCtrKz4#63,
03Lh3,8/6pp/6k1/3p4/3Q4/1qn4P/5PP1/3R2K1 w - - 5 32,d1d3 c3e2 g1f1 e2d4 d3b3 d4b3,1246,76,80,221,crushing endgame fork long,https://lichess.org/ejW6wHZh#63,
03LhU,1R6/5p1k/4p1pp/q3P3/2p1Q2P/r1P5/5PP1/6K1 b - - 0 32,a5c3 e4f4 c3e1 g1h2 a3f3 f4f3 e1e5 f3g3,2431,98,90,1362,crushing endgame veryLong,https://lichess.org/jRX2HRSm/black#64,
03LjM,8/3k4/1pp4p/p5pP/P1PK2P1/1P6/8/8 b - - 1 39,d7d6 c4c5 b6c5 d4c4 d6e7 c4c5,1904,76,91,186,crushing endgame long pawnEndgame zugzwang,https://lichess.org/R84Fivaq/black#78,
03LnH,3q1r2/pp3pkp/3ppNp1/4r2P/1P2P3/2P5/P2Q2P1/5RK1 b - - 0 21,d8f6 h5h6 g7g8 f1f6,1677,75,72,189,crushing endgame short,https://lichess.org/aDVmRjEU/black#42,
03Lp2,8/5pkp/4p3/3p4/4n1P1/1r5P/1P3RK1/1R6 w - - 8 47,f2f3 b3f3 g2f3 e4d2 f3e3 d2b1,1503,81,100,211,attraction crushing endgame fork long,https://lichess.org/778qAhfn#93,
03LpJ,4r1k1/p1pq1pp1/2pb1n1p/1r6/4P3/2P2PB1/PPQ3PP/RN1R2K1 b - - 3 16,b5b2 c2b2 d6c5 d1d4,1882,76,88,1351,crushing hangingPiece middlegame short,https://lichess.org/kmUlLakY/black#32,Ruy_Lopez Ruy_Lopez_Steinitz_Defense
03Lrl,r4rk1/p2q3p/2p1Bpn1/1p5Q/8/2PP1P1R/PP3P1P/R6K b - - 0 27,d7e6 h5h7,533,94,74,118,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/WlL8UmmM/black#54,
03LsL,2kr4/1pp3pp/p3p3/8/4n3/P3P3/1PP2PPP/2K2B1R w - - 0 23,f2f3 e4f2 f1c4 f2h1 c4e6 c8b8,1404,78,86,199,crushing endgame long,https://lichess.org/FjYWvuI9#45,
03Lsq,2R5/7k/6pp/4NB2/3p1P2/3P1KPq/7r/8 b - - 2 49,h3h5 f5g4 h2f2 f3f2,1460,75,91,3448,crushing defensiveMove endgame master short,https://lichess.org/oXKH8lda/black#98,
03Lut,6k1/6pp/4q2r/8/8/6P1/5P2/2KQ1R2 w - - 0 54,f1e1 e6c8 d1c2 h6c6 c2c6 c8c6,2036,80,91,543,clearance crushing endgame long pin,https://lichess.org/jQEOPTCi#107,
03LwQ,1r6/7p/3P2p1/2P5/6k1/4p1P1/5pP1/R4K2 w - - 4 45,c5c6 b8b2 c6c7 g4g3 a1a3 b2b1,2041,174,83,16,crushing endgame long quietMove rookEndgame,https://lichess.org/UYS2cWHz#89,
03Lyw,1r4k1/5p1p/p2n1b1P/2Q2p2/q2np3/1P6/P1PB1PPR/2KR4 w - - 0 25,c5d6 d4b3 c2b3 b8b3 d6d8 f6d8,2629,94,91,362,crushing long middlegame queensideAttack,https://lichess.org/9YMCQidO#49,
03Lzb,6k1/6p1/2N4p/Pp6/2b5/8/1r4PP/R5K1 b - - 0 30,c4d5 c6e7 g8f7 e7d5,843,101,85,265,crushing endgame fork short,https://lichess.org/cwhh74Tv/black#60,
03M1K,r1bq1rk1/pp2b1pp/2n1p3/2p3B1/3pn3/3P1N2/PPPQBPPP/R3K2R w KQ - 0 11,g5e7 e4d2 e7d8 d2f3,1511,75,67,113,crushing middlegame short,https://lichess.org/wGep6We7#21,Sicilian_Defense Sicilian_Defense_Old_Sicilian
03M4g,r1b2rk1/1p5N/1q2p1p1/n2pPn2/5P2/1PPBb3/1BQN2P1/2KR3R w - - 1 19,d3f5 a5b3 c1b1 a8a1 b2a1 b3d2,2117,81,81,45,advantage doubleCheck exposedKing long middlegame queensideAttack,https://lichess.org/Z27649GR#37,
03M6W,7k/ppp3rr/1b1p1Q2/4p3/4P1q1/P2P2B1/1PP1RP1P/R5K1 w - - 0 24,f6f5 g4g3 h2g3 g7g3 g1f1 h7h1,2172,77,95,13314,kingsideAttack long mate mateIn3 middlegame pin sacrifice,https://lichess.org/UHx9O7Tk#47,
03M6Y,3r3k/pp3pp1/1q3b1p/2p2B2/3p4/PP1P2P1/2P1QP1P/4R1K1 b - - 2 26,b6a5 e2e8 d8e8 e1e8,572,107,80,158,endgame kingsideAttack mate mateIn2 sacrifice short,https://lichess.org/Vb8G7mIo/black#52,
03MAa,2kr3r/ppp1R2p/8/Q3R3/3p4/3P1p1q/PPP2P2/1K6 b - - 1 25,c8b8 a5c7 b8a8 c7b7,998,78,81,51,endgame mate mateIn2 queensideAttack short,https://lichess.org/leAws5xk/black#50,
03MCw,r4rk1/1b3pp1/2n1p3/q2pPP1p/p1pP2nN/P1P3P1/2BNQ1P1/R4RK1 w - - 1 20,e2f3 c6d4 c3d4 a5d2,1501,76,75,1179,crushing master middlegame short,https://lichess.org/6yN5AKHy#39,
03MDl,4rr2/ppR3p1/3pq1k1/4p1p1/8/1P1Q3P/P6P/5R1K b - - 9 32,f8f5 f1f5 e6f5 c7g7 g6f6 g7f7 f6f7 d3f5,1732,75,95,14163,attraction crushing deflection endgame veryLong,https://lichess.org/gVZpRZ4H/black#64,
03MHj,8/Q4ppk/8/1q1p4/3P3p/2P5/1KN5/8 w - - 0 45,b2c1 b5f1 c1b2 h4h3,1433,84,94,19247,advantage endgame short,https://lichess.org/FcYUoRfW#89,
03MIV,r4rk1/p5p1/2bq1p1p/8/2p1PPQ1/R1BP4/2P3PP/R5K1 w - - 0 23,a3a7 a8a7 a1a7 d6c5 g1f1 c5a7,1868,79,50,67,advantage attraction fork long middlegame,https://lichess.org/iPrQfprf#45,
03MIy,3r1rk1/1p1bqpp1/p3p2p/8/3PQ3/3B4/PP3PPP/3RR1K1 b - - 2 18,d7c6 e4h7,574,91,100,94,mate mateIn1 middlegame oneMove,https://lichess.org/nehFAlkV/black#36,French_Defense French_Defense_Rubinstein_Variation
03MOh,2q4k/2b3p1/R6p/p2Q4/Pp3pP1/1B5P/1P6/6K1 b - - 0 35,c8a6 d5g8,808,80,99,745,endgame mate mateIn1 oneMove,https://lichess.org/tMVH7I1v/black#70,
03MPe,1R6/4qpkp/1P1p2p1/2pP4/1pPb1Q2/1P1B2PP/5P1K/r7 w - - 3 30,b6b7 e7e1 b8g8 g7g8 b7b8q g8g7 d3f1 a1a2 f4f7 g7f7,2914,112,87,851,crushing endgame pin veryLong,https://lichess.org/rA7KF7Yp#59,
03MPp,2r2r1k/1p1P2pp/p3Q3/8/3q3P/6P1/1P3RB1/5bK1 w - - 1 31,d7c8q d4f2 g1h2 f2g2,1017,79,100,265,mate mateIn2 middlegame short,https://lichess.org/SvEaN6a0#61,
03MPv,2rr2k1/1p3pp1/p3p2p/4q3/4p1Q1/P1P3RP/1P3PP1/4R1K1 b - - 3 28,e5f5 g4g7,1275,187,29,15,endgame kingsideAttack mate mateIn1 oneMove,https://lichess.org/fN7oBBv2/black#56,
03MTs,8/3p4/2pK4/5P1p/p1kP2nP/8/1P1B4/8 b - - 4 43,c4d4 f5f6 a4a3 d2c3,2213,86,84,52,crushing endgame short,https://lichess.org/SzMWBfHg/black#86,
03MUc,2b3q1/2pp2k1/1p4r1/1pb1p3/4PP1Q/2P4R/P5PP/5R1K b - - 0 26,g7f7 h4h5 f7f8 h5f5 f8e7 f5e5,2481,94,3,40,crushing exposedKing long middlegame,https://lichess.org/xUQGqbaS/black#52,
03MaL,r5k1/5pp1/1pp2qp1/8/rP1Rp3/2P1P2P/2Q2PP1/4R1K1 w - - 0 28,d4e4 a4a2 e4e8 g8h7 c2a2 a8a2,1669,74,94,972,advantage endgame long,https://lichess.org/jsLaNpxA#55,
03Mlc,r2q2rk/pp3p1p/3p4/3Pn2Q/4P2R/2N5/PP4PP/6K1 b - - 2 22,d8g5 h5h7,773,90,99,667,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/xDPRPUxQ/black#44,
03Mld,Q4R2/6pp/1kr5/4b3/4p3/7P/1P3PP1/6K1 w - - 0 45,a8a4 c6c1 a4d1 c1d1,400,100,100,144,endgame mate mateIn2 short,https://lichess.org/35mIYQt5#89,
03Mp8,r4rk1/1pp2p1p/5RpP/p2qP3/8/2Q5/PPP5/2KR4 b - - 3 25,d5a2 e5e6 a2a1 c1d2 f8d8 d2e3 a1d1 f6g6,2512,86,91,2498,crushing endgame sacrifice veryLong,https://lichess.org/y7DVsOYZ/black#50,
03MpQ,3R4/p5kp/1p3prq/2b1p1n1/5p2/2B2P2/PPP1Q1PP/5R1K w - - 17 30,f1d1 h6h2 h1h2 g6h6,1444,93,86,58,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/hTxczbDD#59,
03Mqr,1r1q1rk1/p2bbpp1/2pppn1p/8/3NP2B/2N3R1/PPP2PPP/R2Q2K1 b - - 5 13,f6e4 h4e7 d8e7 c3e4,1700,75,95,2811,advantage intermezzo middlegame short,https://lichess.org/GrALWMPf/black#26,Sicilian_Defense Sicilian_Defense_Classical_Variation
03Msh,3r2r1/2p2R2/3p4/1p6/p4k2/P1P5/1P3K2/4R3 b - - 1 42,f4g4 e1g1 g4h5 f7h7,1187,83,93,5123,endgame mate mateIn2 rookEndgame short,https://lichess.org/8b3WNViP/black#84,
03MuM,r2q1rk1/1pp2ppb/2n1pn1p/p7/2Pp4/PP1P1NPP/1B1QPPB1/R4RK1 w - - 1 16,f3d4 c6d4 b2d4 d8d4,877,77,84,139,advantage middlegame short,https://lichess.org/obE4zTFL#31,Kings_Indian_Attack Kings_Indian_Attack_Other_variations
03MvE,r2q1rk1/ppp1bpp1/2n1b2p/3nP3/2B5/5N2/PPP1QPPP/RNBR2K1 w - - 5 10,b1c3 d5c3 b2c3 e6c4,1512,76,93,1127,advantage discoveredAttack master opening short,https://lichess.org/3juzeVJX#19,Italian_Game Italian_Game_Anti-Fried_Liver_Defense
03Mvf,6k1/pb1n2pp/1p1pN2q/8/2P1P3/1PN5/P3Q1PP/7K w - - 3 28,e2g4 d7e5 g4g5 h6e6 g5d8 g8f7,2203,78,91,2569,advantage endgame long,https://lichess.org/TaR46fSH#55,
03Myn,4r1k1/5pp1/p2p3p/2bN4/2p1PP2/P6K/1P1Q2R1/5q2 b - - 7 45,e8e4 d5f6 g8f8 f6e4 f1f3 e4g3,1545,75,96,1131,advantage defensiveMove endgame long pin,https://lichess.org/ROrKS7tB/black#90,
03MzW,r7/p3Qp1k/5n1r/3p4/4p3/P1P3R1/2P1KPP1/R6q b - - 3 26,h1a1 e7f7 h7h8 f7g7,1013,81,100,65,endgame mate mateIn2 short,https://lichess.org/geu62bGF/black#52,
03N1l,b1r3k1/3Rbppp/p1q1p3/1p6/8/1P2P2P/PB2QPP1/1B4K1 w - - 1 24,d7e7 c6g2,1068,76,92,283,kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/hawJQEfp#47,
03N1y,4r1k1/1pp2ppp/1b2bn2/3q4/Q2PP3/5N2/4BPPP/B4RK1 b - - 0 17,f6e4 a4e8,592,94,71,131,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/4kW7FMfy/black#34,English_Opening English_Opening_Anglo-Scandinavian_Defense
03N4m,2rqr1k1/1p4bp/p1b2pp1/8/3n1B2/P1P2N2/1PQ2PPP/R3R1K1 w - - 0 20,e1e8 c6e8 f3d4 d8d4 c2b3 d4c4,2126,98,85,28,advantage long middlegame,https://lichess.org/ePn5L8vy#39,
03N75,r5k1/P4ppp/3Qp3/r2pn3/8/7P/5PP1/6K1 b - - 2 31,e5c4 d6b8 a8b8 a7b8q,1259,92,91,65,advancedPawn backRankMate endgame mate mateIn2 promotion short,https://lichess.org/aM58pb9L/black#62,
03N7A,r3q2r/1Q4p1/p2kPp1p/3pb3/6P1/N1p5/PP6/3R1RK1 b - - 1 24,e8c6 d1d5 d6d5 f1d1 e5d4 d1d4 d5d4 b7c6,2329,79,94,1956,advantage attraction deflection middlegame pin sacrifice veryLong,https://lichess.org/gh11HoDG/black#48,
